,text,flag,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
521, supercopamx tdn transmision en vivo directo copa mx rayados monterrey vs celaya en ,0,FALSE,0,NA,26/07/2017 22:52,FALSE,NA,8.90E+17,NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",sportplaycard,0,FALSE,FALSE,NA,NA
522, porsinoloviste estos son los resultados de la copamx con el triunfo del campeon de la supercopamx los gallos de ,0,FALSE,4,NA,26/07/2017 15:53,TRUE,NA,8.90E+17,NA,"<a href=""http://snappytv.com"" rel=""nofollow"">SnappyTV.com</a>",ImagenTVDeporte,2,FALSE,FALSE,NA,NA
523,el ultimo enfrentamiento entre herrera y lozano fue en la supercopamx los gallos se impuso 2 0 ante las guilas ,0,FALSE,0,NA,22/07/2017 23:35,FALSE,NA,8.89E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",GritaSports,0,FALSE,FALSE,NA,NA
524,el ultimo enfrentamiento entre herrera y lozano fue en la supercopamx los gallos se impuso 2 0 ante las guilas ,0,FALSE,0,NA,22/07/2017 23:35,FALSE,NA,8.89E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Pasiondep,0,FALSE,FALSE,NA,NA
525,xi de queretaro 4 2 3 1 sanvezzo y gemez son las rotaciones de lozano respecto a la supercopamx ligamx ,0,FALSE,0,NA,22/07/2017 21:47,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ultimo_minutomx,0,FALSE,FALSE,NA,NA
526,a una semana de la supercopamx hay una revancha con matices ,0,FALSE,0,NA,22/07/2017 21:30,FALSE,NA,8.89E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",RectanguloVerde,0,FALSE,FALSE,NA,NA
527,caro le salio a gallosblancos ser campeon en la supercopamx pierden a erbintrejo para el partido de hoy vs america recuperate crack ,0,FALSE,1,NA,22/07/2017 16:31,FALSE,NA,8.89E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",framarelo,0,FALSE,FALSE,NA,NA
528,funda personalizada del campeon de supercopamx club queretaro pidela aca ,0,FALSE,1,NA,22/07/2017 01:56,TRUE,NA,8.89E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",MacontOficial,1,FALSE,FALSE,NA,NA
529, hirammier21 campeon con rayados oro en panamericanos 2011 oro en londres2012 supercopamx con ,0,FALSE,13,NA,20/07/2017 17:54,TRUE,NA,8.88E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SoyChuchote,0,FALSE,FALSE,NA,NA
530, porsiteloperdistedescarta ochoa a nuno para puebla ,0,FALSE,0,NA,28/07/2017 20:01,FALSE,NA,8.91E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Diario_Cambio,0,FALSE,FALSE,NA,NA
531,quieres el paraguas de britney spears redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 20:00,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",MK_SM_CM,0,FALSE,FALSE,NA,NA
532, porsiteloperdiste investigacioncientifica biodiversidad los tardigrados seran las unicas criaturas que ,0,FALSE,0,NA,28/07/2017 20:00,FALSE,NA,8.91E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",NaturaGto,0,FALSE,FALSE,NA,NA
533, porsiteloperdiste pgr pago 32 mdd por red espia pegasus ,0,FALSE,0,NA,28/07/2017 20:00,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",MonitorNacional,0,FALSE,FALSE,NA,NA
534, astro paolo astro luca spaceboffins astropeggy space station astrokomrade ryazanskiy iss josenene ,0,FALSE,3,esa_es,28/07/2017 19:59,TRUE,8.91E+17,8.91E+17,256889809,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",esa_es,3,FALSE,FALSE,NA,NA
535,el diario de youlife esta disponible porsiteloperdiste ofrecidopor,0,FALSE,0,NA,28/07/2017 19:31,FALSE,NA,8.91E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",Canal_Youlife,0,FALSE,FALSE,NA,NA
536, porsiteloperdiste ladron se viste de fantasma para camuflarse ante las camaras ,0,FALSE,0,NA,28/07/2017 19:30,FALSE,NA,8.91E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",CarlozzPineda,0,FALSE,FALSE,NA,NA
537,quieres el paraguas de britney spears redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 19:25,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
538, porsiteloperdiste te dejamos la bronca de neymar y semedo daily mail ,0,FALSE,1,NA,28/07/2017 19:20,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SomosLaTurbaMX,1,FALSE,FALSE,NA,NA
539,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 19:14,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",VicMac_Apps,0,FALSE,FALSE,NA,NA
540, porsiteloperdiste advierten pri y pan que sera vigilantes de reflexion de banck por linea de credito ,0,FALSE,0,NA,28/07/2017 19:14,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
541, porsiteloperdiste luisbanck implementara en 2018 sistema de semaforos inteligentes ,0,FALSE,0,NA,28/07/2017 19:13,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
542, porsiteloperdiste descarta silvia tanus que aurelionuno sea el abanderado a la gubernatura ,0,FALSE,0,NA,28/07/2017 19:12,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
543, porsiteloperdiste cabildo aprueba que se adelante el proceso electoral del 2018 ,0,FALSE,0,NA,28/07/2017 19:11,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
544, porsiteloperdiste transportistas seran obligados a colocar camaras y botones para inhibir asaltos ,0,FALSE,0,NA,28/07/2017 19:11,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
545, porsiteloperdiste responsabiliza mario rincon a municipios de incremento a la inseguridad en puebla ,0,FALSE,0,NA,28/07/2017 19:10,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",Controversiapue,0,FALSE,FALSE,NA,NA
546, porsiteloperdiste observatorio cotidiano con mireya imaz la sustentabilidad en la constitucion de la cdmx tvunam ,0,FALSE,1,NA,28/07/2017 18:40,FALSE,NA,8.91E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",UNAMsustentable,0,FALSE,FALSE,NA,NA
547, porsiteloperdiste agentes investigadores detuvieron a dos presuntos narcomenudistas al sur de la ciudad cuu ,0,FALSE,0,NA,28/07/2017 18:35,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",pausamx,0,FALSE,FALSE,NA,NA
548, la universal una feria para creadores independientes redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 18:25,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
549, porsiteloperdiste game of thrones es una leccion de economia y politica condensada en 55 minutos ,0,FALSE,0,NA,28/07/2017 18:20,FALSE,NA,8.91E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Arena_Publica,0,FALSE,FALSE,NA,NA
550,rt mlbcuba porsiteloperdiste el nativo de cuba jose abreu la desaparecio en dos ocasiones ayer mlbcuba http t co ohl,0,FALSE,0,NA,28/07/2017 18:13,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",beisbol_al_dia,0,FALSE,FALSE,NA,NA
551,tusabiasq esta disponible porsiteloperdiste,0,FALSE,0,NA,28/07/2017 18:09,FALSE,NA,8.91E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",tusabiasq,0,FALSE,FALSE,NA,NA
552, porsiteloperdiste asi se vivio ayer en linea1 del metro donde problema con energia electrica provoco caos y var ,0,FALSE,0,NA,28/07/2017 17:48,TRUE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",IZQmx,1,FALSE,FALSE,NA,NA
553, porsiteloperdiste trump consigue sus primeros recursos para iniciar la construccion del muro aqui el detalle ,0,FALSE,0,NA,28/07/2017 17:34,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",altonivel,0,FALSE,FALSE,NA,NA
554, porsiteloperdiste mexico solicito a panama la extradicion de roberto borges ex gobernador de quintana roo ,0,FALSE,2,NA,28/07/2017 17:32,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MrElDiablo8,2,FALSE,FALSE,NA,NA
555, porsiteloperdiste golpean a gringo por insultar a mexicanos en estados unidos ,0,FALSE,0,NA,28/07/2017 17:30,FALSE,NA,8.91E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",En_Desacuerdo,0,FALSE,FALSE,NA,NA
556, porsiteloperdiste bajan a familia de avion porque su bebe pateo el asiento delantero ,0,FALSE,0,NA,28/07/2017 17:30,FALSE,NA,8.91E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",CarlozzPineda,0,FALSE,FALSE,NA,NA
557,paint siempre no desaparece redessociales socialmedia porsiteloperdiste,0,FALSE,1,NA,28/07/2017 17:22,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
558,cuando tus amigos te mandan fotos de que estan en la playa porsiteloperdiste en mi foto de whats ,0,FALSE,0,NA,28/07/2017 17:13,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Sidennt,0,FALSE,FALSE,NA,NA
559,rt mlbdominicana porsiteloperdiste elgarysanchez hizo ayer de las suyas en el yankee stadium mlbdominicana mangupower,0,FALSE,0,NA,28/07/2017 17:11,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",beisbol_al_dia,0,FALSE,FALSE,NA,NA
560,el ultimo lo mejor de twitter gracias a victorpinedamx porsiteloperdiste wrx,0,FALSE,1,NA,28/07/2017 16:58,FALSE,NA,8.91E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",GustavoTrujillo,1,FALSE,FALSE,NA,NA
561, porsiteloperdiste boxeador da arrimon a su rival ,0,FALSE,1,NA,28/07/2017 16:44,FALSE,NA,8.91E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",En_Desacuerdo,0,FALSE,FALSE,NA,NA
562, porsiteloperdiste los amigos de periodicopausa sobre despidos en los supermercados y shoppings escucha la nota ,0,FALSE,0,NA,28/07/2017 16:38,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",solarderadio,0,FALSE,FALSE,NA,NA
563, porsiteloperdiste jdmartinez14 impulso todas las carreras de losdbacks con este con la llena ,0,FALSE,3,NA,28/07/2017 16:28,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",LosDbacks,0,FALSE,FALSE,NA,NA
564,ya tenemos la cartelera del festival diversidad somos redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 16:21,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
565, porsiteloperdiste de darwin a la medicina de precision un reportaje de saez cristina ,0,FALSE,3,NA,28/07/2017 16:05,FALSE,NA,8.91E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",BigVangLV,2,FALSE,FALSE,NA,NA
566,the latest diario de tecnologia une biblioteca porsiteloperdiste,0,FALSE,0,NA,28/07/2017 16:00,FALSE,NA,8.91E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",unebiblioteca,0,FALSE,FALSE,NA,NA
567, elplanperfectoincluye prepararse y aprovechar las oportunidades al maximo porsiteloperdiste porsinoloviste ,0,FALSE,0,NA,28/07/2017 15:46,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gestionPVEMCDMX,0,FALSE,FALSE,NA,NA
568, porsiteloperdiste achapman 105 ayer lanzo dos entradas perfectas en el bronx mlbcuba vamosasere ,0,FALSE,3,NA,28/07/2017 15:33,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",mlbcuba,1,FALSE,FALSE,NA,NA
569, porsiteloperdiste achapman 105 llego a la lomita para poner el orden y dejar al rival silenciado a punta de p ,0,FALSE,114,NA,28/07/2017 15:30,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",Yankees_Beisbol,28,FALSE,FALSE,NA,NA
570, porsiteloperdiste perrito sufre problema al evacuar ,0,FALSE,0,NA,28/07/2017 15:30,FALSE,NA,8.91E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",CarlozzPineda,0,FALSE,FALSE,NA,NA
571,se reporta accidente en l1 del metro cdmx usuarios muestran indigna redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 15:19,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
572, porsiteloperdiste mrojasofficial haciendo del beisbol una poesia losmarlins ,0,FALSE,5,NA,28/07/2017 15:18,FALSE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",LosMarlins,5,FALSE,FALSE,NA,NA
573, porsiteloperdiste por 2da noche en fila losazulejos dejan en el terreno al rival pero anoche cual final de ,0,FALSE,5,NA,28/07/2017 15:10,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",losazulejos,2,FALSE,FALSE,NA,NA
574, porsiteloperdiste cachorros ganan 3 de 4 juegos ante los white sox para ganar la crosstowncup ,0,FALSE,13,NA,28/07/2017 15:00,FALSE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",cachorros,4,FALSE,FALSE,NA,NA
575, porsiteloperdiste aca te compartimos la informacion mpguatemala ciciggt pgnguatemala,0,FALSE,0,NA,28/07/2017 14:57,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIGITALNEWS2O16,0,FALSE,FALSE,NA,NA
576, porsiteloperdiste hernan perez lanzo una entrada completa en cero para los cerveceros ,0,FALSE,3,NA,28/07/2017 14:55,FALSE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",CervecerosMKE,0,FALSE,FALSE,NA,NA
577, porsiteloperdiste aca te compartimos la informacion ,0,FALSE,0,NA,28/07/2017 14:51,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIGITALNEWS2O16,0,FALSE,FALSE,NA,NA
578, porsiteloperdiste no uno ni dos ni tres fueron cuatro consecutivos y luego rendon puso la del ,0,FALSE,13,NA,28/07/2017 14:49,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",losnacionales,19,FALSE,FALSE,NA,NA
579, porsiteloperdiste presunto responsable de la distribucion e importacion de drogas en diversas modalidades ,0,FALSE,0,NA,28/07/2017 14:46,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SintesisCentro,0,FALSE,FALSE,NA,NA
580, porsiteloperdiste gran jugada de mrojasofficial en la accion de ayer con losmarlins mlbvenezuela ,0,FALSE,13,NA,28/07/2017 14:42,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",MLB_VZ,1,FALSE,FALSE,NA,NA
581, porsiteloperdiste lindor12bc con un importante imparable en cleveland para darle ventaja a su equipo ,0,FALSE,38,NA,28/07/2017 14:39,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",MLBPuertoRico,21,FALSE,FALSE,NA,NA
582, porsiteloperdiste a esto le llamo gozar de la playa ,0,FALSE,0,NA,28/07/2017 14:38,FALSE,NA,8.91E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",En_Desacuerdo,0,FALSE,FALSE,NA,NA
583, porsiteloperdiste 11 entradas son suficientes para brett gardner quien dejo tendido al rival a su mas puro estilo ,0,FALSE,76,NA,28/07/2017 14:37,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",Yankees_Beisbol,39,FALSE,FALSE,NA,NA
584, porsiteloperdiste lindor12bc pega sencillo que gua a los indios a la victoria ,0,FALSE,3,NA,28/07/2017 14:33,FALSE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",IndiansBeisbol,0,FALSE,FALSE,NA,NA
585, porsiteloperdiste buenviernes buenosdias felizfinde saludos a todos ,0,FALSE,0,NA,28/07/2017 14:31,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MMurguiaDavid,0,FALSE,FALSE,NA,NA
586, porsiteloperdiste kschwarb12 pega dos jonrones en la victoria de los cachorros ,0,FALSE,14,NA,28/07/2017 14:30,FALSE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",cachorros,5,FALSE,FALSE,NA,NA
587, porsiteloperdiste elgarysanchez subio las revoluciones en la recta final del partido para dejar literalmente ,0,FALSE,44,NA,28/07/2017 14:25,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",Yankees_Beisbol,16,FALSE,FALSE,NA,NA
588, porsiteloperdiste el nativo de cuba jose abreu la desaparecio en dos ocasiones ayer mlbcuba vamosasere ,0,FALSE,10,NA,28/07/2017 14:25,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",mlbcuba,8,FALSE,FALSE,NA,NA
589, porsiteloperdiste elgarysanchez hizo ayer de las suyas en el yankee stadium mlbdominicana mangupower ,0,FALSE,9,NA,28/07/2017 14:20,TRUE,NA,8.91E+17,NA,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>",MLBDominicana,5,FALSE,FALSE,NA,NA
590,un comic para discapacitados visuales redessociales socialmedia porsiteloperdiste,0,FALSE,1,NA,28/07/2017 14:18,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
591,tusabiasq esta disponible gadgets porsiteloperdiste,0,FALSE,0,NA,28/07/2017 14:08,FALSE,NA,8.91E+17,NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",tusabiasq,0,FALSE,FALSE,NA,NA
592, porsiteloperdiste mastercard compra empresa de inteligencia artificial ,0,FALSE,0,NA,28/07/2017 14:00,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",espacionoticias,0,FALSE,FALSE,NA,NA
593, porsiteloperdiste captan nueva pelea entre usuarios del metro ahora fue en la estacion pinosuarez ,0,FALSE,0,NA,28/07/2017 13:30,TRUE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",laprensaoem,1,FALSE,FALSE,NA,NA
594, porsiteloperdiste rossiagustinok y patriciamounier visitaron la radio escucha la nota ,0,FALSE,1,NA,28/07/2017 13:29,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",solarderadio,1,FALSE,FALSE,NA,NA
595, porsiteloperdiste aca te puedes informar ,0,FALSE,1,NA,28/07/2017 13:17,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIGITALNEWS2O16,0,FALSE,FALSE,NA,NA
596,katy perry sera la presentadora de los mtv music awards 2017 redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 13:17,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
597,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:16,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",luwalmagazine,0,FALSE,FALSE,NA,NA
598,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:14,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",sanluwal,0,FALSE,FALSE,NA,NA
599, porsiteloperdiste aca puedes verlo ,0,FALSE,0,NA,28/07/2017 13:13,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIGITALNEWS2O16,0,FALSE,FALSE,NA,NA
600,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:08,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Luwal_,0,FALSE,FALSE,NA,NA
601,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:07,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",entrecasafinca,0,FALSE,FALSE,NA,NA
602,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:04,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",luisitabelleza,0,FALSE,FALSE,NA,NA
603,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:04,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",entrecasaco,0,FALSE,FALSE,NA,NA
604,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,0,NA,28/07/2017 13:03,FALSE,NA,8.91E+17,NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",boronline,0,FALSE,FALSE,NA,NA
605,todo lo que esta mal en el hackeo de la independence day original porsiteloperdiste ,0,FALSE,21,NA,28/07/2017 13:00,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",xataka,13,FALSE,FALSE,NA,NA
606, porsiteloperdiste se entrega el mini lic a la dea minilic damasolopez ,0,FALSE,2,NA,28/07/2017 12:47,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DiarioPresente,0,FALSE,FALSE,NA,NA
607, porsiteloperdiste asesinan a un hombre de varios disparos en un callejon de naucalpan ,0,FALSE,0,NA,28/07/2017 12:46,FALSE,NA,8.91E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",Noti_Naucalpan,0,FALSE,FALSE,NA,NA
608, porsiteloperdiste agencia de viajes defrauda a poblanos con tramite de visa ,0,FALSE,0,NA,28/07/2017 12:30,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",Diario_Cambio,1,FALSE,FALSE,NA,NA
609, porsiteloperdiste aca te lo compartimos ,0,FALSE,0,NA,28/07/2017 12:20,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DIGITALNEWS2O16,0,FALSE,FALSE,NA,NA
610, tecnologia porsiteloperdiste facebook live incorpora transmisiones 4k y 360 grados ya la pudiste usar ,0,FALSE,0,NA,28/07/2017 12:20,TRUE,NA,8.91E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",PilotziNoticias,0,FALSE,FALSE,NA,NA
611, porsiteloperdiste el mexicano jona2santos es nuevo refuerzo del lagalaxy es ,0,FALSE,0,NA,28/07/2017 12:19,FALSE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Siete24Noticias,0,FALSE,FALSE,NA,NA
612,ya tenemos poster de american horror story cult redessociales socialmedia porsiteloperdiste,0,FALSE,0,NA,28/07/2017 12:17,FALSE,NA,8.91E+17,NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>",SplashDeIdeas,0,FALSE,FALSE,NA,NA
613, porsiteloperdiste mas de la mitad del padron panista actualiza sus datos ,0,FALSE,0,NA,28/07/2017 12:01,FALSE,NA,8.91E+17,NA,"<a href=""http://www.botize.com"" rel=""nofollow"">Botize</a>",Diario_Cambio,0,FALSE,FALSE,NA,NA
614, porsiteloperdiste gracias por todo agentes caninos de la pncdeguatemala se jubilan ,0,FALSE,9,NA,28/07/2017 12:00,TRUE,NA,8.91E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CanalAntigua,4,FALSE,FALSE,NA,NA
615, porsiteloperdiste teresa hernandez de 78 anos fue atropellada por la ruta 9 unidad 28 via anacelialara ,0,FALSE,2,NA,28/07/2017 11:51,FALSE,NA,8.91E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NTelevisaPuebla,0,FALSE,FALSE,NA,NA
